Number	Accession	A's	G's	C's	T's	N's	Length	GC%
6240	HQ008263  	361	225	226	223	0	1050	43.6
6241	K00956    	44	30	16	21	0	113	41.4
6242	M12596    	267	207	173	206	0	866	44.5
6243	M12596    	267	207	173	206	0	866	44.5
6244	AY209918  	433	344	267	366	0	1431	43.3
6245	AY209974  	356	230	211	223	0	1035	43.2
6246	AY210051  	272	264	208	238	0	997	48.1
6247	AY210051  	272	264	208	238	0	997	48.1
6248	AY210089  	488	395	298	316	0	1519	46.3
6249	AY210180  	271	200	166	201	0	850	43.7
6250	AY210180  	271	200	166	201	0	850	43.7
6251	AB124657  	434	346	268	362	0	1431	43.5
6252	AY209933  	434	346	267	363	0	1431	43.5
6253	AY209951  	781	573	407	519	0	2313	43.0
6254	AY209988  	350	240	206	224	0	1035	43.7
6255	AY210007  	719	513	410	509	0	2182	42.9
6256	AY210025  	801	521	459	493	0	2307	43.1
6257	AY210065  	274	260	209	239	0	997	47.8
6258	AY210065  	274	260	209	239	0	997	47.8
6259	AY210104  	483	401	298	315	0	1519	46.7
6260	AY210192  	268	203	164	203	0	850	43.8
6261	AY210192  	268	203	164	203	0	850	43.8
6262	CY033473  	598	416	312	407	0	1758	42.0
6263	CY033474  	277	263	209	237	0	1001	47.9
6264	CY033474  	277	263	209	237	0	1001	47.9
6265	CY033475  	433	348	268	368	0	1438	43.5
6266	CY033476  	494	406	305	321	0	1548	46.6
6267	CY033477  	272	204	164	205	0	858	43.6
6268	CY033477  	272	204	164	205	0	858	43.6
6269	CY033478  	724	517	416	520	1	2210	42.8
6270	CY033479  	811	526	463	506	0	2339	42.9
6271	CY033479  	811	526	463	506	0	2339	42.9
6272	CY033480  	793	576	408	530	0	2340	42.7
6273	K00957    	43	31	17	20	0	113	43.2
6274	L11125    	612	421	322	418	0	1799	41.9
6275	M12590    	275	203	169	211	0	871	43.4
6276	M12590    	275	203	169	211	0	871	43.4
6277	EU249180  	282	258	208	234	0	997	47.5
6278	EU249180  	282	258	208	234	0	997	47.5
6279	EU249191  	274	263	208	237	0	997	48.0
6280	EU249191  	274	263	208	237	0	997	48.0
6281	FJ403557  	464	329	255	370	0	1439	41.2
6282	FJ654311  	551	368	295	385	0	1622	41.5
6283	EU249199  	283	259	204	236	0	997	47.1
6284	EU249199  	283	259	204	236	0	997	47.1
6285	EU249224  	278	260	204	240	0	997	47.3
6286	EU249224  	278	260	204	240	0	997	47.3
6287	FJ231799  	352	210	225	248	0	1050	42.0
6288	FJ231850  	442	332	272	364	0	1431	42.8
6289	GU265762  	264	167	157	207	0	807	40.8
6290	EU249200  	280	257	206	239	0	997	47.1
6291	EU249200  	280	257	206	239	0	997	47.1
6292	GU265763  	274	171	162	215	0	834	40.5
6293	GU265766  	277	175	168	223	0	856	40.7
6294	GU265767  	263	169	157	211	0	812	40.8
6295	GU265764  	277	175	168	223	0	856	40.7
6296	GU265770  	265	172	158	217	0	824	40.6
6297	GU265769  	263	173	162	218	0	828	41.1
6298	EU249211  	277	260	205	240	0	997	47.4
6299	EU249211  	277	260	205	240	0	997	47.4
6300	EU249168  	288	252	204	238	0	997	46.4
6301	EU249168  	288	252	204	238	0	997	46.4
6302	FJ231781  	587	380	313	418	0	1723	40.8
6303	FJ231832  	459	330	258	366	0	1434	41.6
6304	EF674865  	444	340	269	366	0	1440	42.9
6305	EF674910  	293	186	188	209	0	889	42.7
6306	EF674915  	269	245	199	223	0	950	47.4
6307	EF674915  	269	245	199	223	0	950	47.4
6308	EF674944  	292	185	170	194	0	854	42.2
6309	EF674969  	487	284	253	262	0	1305	41.8
6310	EF674969  	487	284	253	262	0	1305	41.8
6311	EF674984  	306	210	157	198	0	884	42.1
6312	EF675014  	480	397	283	322	0	1504	45.9
6313	EF675043  	265	193	158	188	0	816	43.7
6314	EF675043  	265	193	158	188	0	816	43.7
6315	EU249181  	281	260	208	233	0	997	47.7
6316	EU249181  	281	260	208	233	0	997	47.7
6317	EU249148  	284	255	205	238	0	997	46.8
6318	EU249148  	284	255	205	238	0	997	46.8
6319	FJ231761  	493	333	277	342	0	1466	42.2
6320	FJ231812  	455	330	252	376	0	1434	41.2
6321	EF674866  	445	342	272	360	0	1440	43.3
6322	EF674911  	282	175	183	205	0	858	42.4
6323	EF674916  	271	247	199	225	0	956	47.3
6324	EF674916  	271	247	199	225	0	956	47.3
6325	EF674945  	293	185	171	192	0	854	42.3
6326	EF674970  	488	283	253	262	0	1305	41.7
6327	EF674970  	488	283	253	262	0	1305	41.7
6328	EF674985  	305	210	158	198	0	884	42.3
6329	EF675015  	479	398	284	321	0	1504	46.0
6330	EF675044  	266	192	158	188	0	816	43.5
6331	EF675044  	266	192	158	188	0	816	43.5
6332	EU249212  	281	256	206	239	0	997	47.0
6333	EU249212  	281	256	206	239	0	997	47.0
6334	EF674867  	437	346	274	362	0	1440	43.7
6335	EF674912  	288	189	193	207	0	890	43.6
6336	EF674913  	241	223	188	212	0	877	47.6
6337	EF674913  	241	223	188	212	0	877	47.6
6338	EF674946  	293	184	171	192	0	852	42.3
6339	EF674982  	307	209	158	197	0	884	42.1
6340	EF675012  	467	394	280	304	0	1466	46.6
6341	EF675041  	268	189	156	188	0	813	43.1
6342	EF675041  	268	189	156	188	0	813	43.1
6343	EU249182  	281	260	207	234	0	997	47.6
6344	EU249182  	281	260	207	234	0	997	47.6
6345	EU249225  	278	260	204	240	0	997	47.3
6346	EU249225  	278	260	204	240	0	997	47.3
6347	FJ231800  	353	210	225	247	0	1050	42.0
6348	FJ231851  	442	332	272	364	0	1431	42.8
6349	EU249192  	283	257	206	236	0	997	47.1
6350	EU249192  	283	257	206	236	0	997	47.1
6351	EU249226  	279	261	204	238	0	997	47.4
6352	EU249226  	279	261	204	238	0	997	47.4
6353	FJ231801  	350	213	230	242	0	1050	42.8
6354	FJ231852  	441	331	270	368	0	1431	42.6
6355	EF674856  	282	182	182	208	0	867	42.6
6356	EF674880  	437	338	268	355	0	1418	43.3
6357	EF674924  	241	220	187	210	0	871	47.4
6358	EF674924  	241	220	187	210	0	871	47.4
6359	EF674954  	292	182	173	191	0	850	42.4
6360	EF674993  	305	210	159	197	0	884	42.4
6361	EF675023  	479	397	281	327	0	1506	45.7
6362	EF675052  	265	194	159	186	0	816	43.9
6363	EF675052  	265	194	159	186	0	816	43.9
6364	EF674968  	488	281	256	259	0	1303	41.8
6365	EF674968  	488	281	256	259	0	1303	41.8
6366	CY032237  	600	411	319	405	0	1760	42.1
6367	CY032238  	277	264	206	241	1	1004	47.5
6368	CY032238  	277	264	206	241	1	1004	47.5
6369	CY032239  	438	345	272	374	0	1450	43.2
6370	CY032240  	496	404	307	319	0	1548	46.6
6371	CY032241  	278	202	164	207	0	864	43.0
6372	CY032241  	278	202	164	207	0	864	43.0
6373	CY032242  	730	515	413	523	0	2213	42.5
6374	CY032243  	806	526	462	506	0	2333	43.0
6375	CY032243  	806	526	462	506	0	2333	43.0
6376	CY032244  	793	572	407	524	0	2329	42.6
6377	L11126    	612	413	320	428	0	1799	41.3
6378	EU249222  	278	260	204	240	0	997	47.3
6379	EU249222  	278	260	204	240	0	997	47.3
6380	FJ231797  	352	209	225	249	0	1050	41.9
6381	FJ231848  	443	331	272	364	0	1431	42.8
6382	EU249227  	277	260	206	239	0	997	47.5
6383	EU249227  	277	260	206	239	0	997	47.5
6384	FJ231802  	352	212	225	246	0	1050	42.2
6385	FJ231853  	440	331	277	362	0	1431	43.1
6386	EU249228  	279	261	203	239	0	997	47.3
6387	EU249228  	279	261	203	239	0	997	47.3
6388	FJ231803  	350	212	226	247	0	1050	42.3
6389	FJ231854  	442	332	269	367	0	1431	42.6
6390	EU249229  	280	257	207	238	0	997	47.3
6391	EU249229  	280	257	207	238	0	997	47.3
6392	FJ231804  	352	210	229	244	0	1050	42.4
6393	FJ231855  	441	333	269	367	0	1431	42.7
6394	EU249230  	275	262	204	241	0	997	47.5
6395	EU249230  	275	262	204	241	0	997	47.5
6396	FJ231805  	350	212	230	243	0	1050	42.7
6397	FJ231856  	442	330	271	367	0	1431	42.6
6398	EU249207  	277	260	206	239	0	997	47.5
6399	EU249207  	277	260	206	239	0	997	47.5
6400	EF674857  	283	188	183	208	0	875	43.0
6401	EF674881  	436	336	269	351	0	1412	43.5
6402	EF674925  	241	220	187	210	0	871	47.4
6403	EF674925  	241	220	187	210	0	871	47.4
6404	EF674955  	293	184	172	192	0	854	42.3
6405	EF674994  	304	209	159	201	0	886	42.2
6406	EF675024  	476	399	283	326	0	1506	46.0
6407	EF675053  	266	193	158	187	0	816	43.7
6408	EF675053  	266	193	158	187	0	816	43.7
6409	EU249208  	278	259	206	239	0	997	47.4
6410	EU249208  	278	259	206	239	0	997	47.4
6411	GU265759  	271	170	161	215	0	829	40.5
6412	GU265760  	263	169	157	211	0	812	40.8
6413	GU265761  	276	173	163	217	0	841	40.5
6414	GU265765  	263	169	156	209	0	809	40.8
6415	GU265768  	264	174	162	220	0	832	41.0
6416	GU265771  	263	169	158	210	0	812	40.9
6417	FJ403568  	453	330	250	368	0	1422	41.4
6418	FJ654333  	336	216	214	227	0	1008	43.3
6419	EU249210  	276	261	206	239	0	997	47.6
6420	EU249210  	276	261	206	239	0	997	47.6
6421	EU249223  	277	260	206	239	0	997	47.5
6422	EU249223  	277	260	206	239	0	997	47.5
6423	FJ231798  	352	212	225	246	0	1050	42.2
6424	FJ231849  	440	331	276	363	0	1431	43.0
6425	EU249166  	287	253	204	238	0	997	46.5
6426	EU249166  	287	253	204	238	0	997	46.5
6427	FJ231779  	588	380	312	418	0	1723	40.8
6428	FJ231830  	460	329	258	366	0	1434	41.5
6429	AJ252129  	578	403	355	423	0	1785	43.1
6430	EU249149  	283	258	205	236	0	997	47.1
6431	EU249149  	283	258	205	236	0	997	47.1
6432	FJ231762  	569	392	322	415	0	1723	42.0
6433	FJ231813  	459	329	251	374	0	1434	41.0
6434	EU249188  	281	259	209	233	0	997	47.7
6435	EU249188  	281	259	209	233	0	997	47.7
6436	EU249167  	287	253	204	238	0	997	46.5
6437	EU249167  	287	253	204	238	0	997	46.5
6438	FJ231780  	570	392	323	413	0	1723	42.1
6439	FJ231831  	455	331	250	377	0	1434	41.1
6440	EF674864  	408	311	246	336	0	1320	42.8
6441	EF674909  	288	190	192	208	0	891	43.5
6442	EF674914  	269	246	197	221	0	947	47.5
6443	EF674914  	269	246	197	221	0	947	47.5
6444	EF674942  	476	399	287	320	0	1504	46.3
6445	EF674943  	293	187	170	197	0	860	42.1
6446	EF674983  	310	212	158	199	0	892	42.1
6447	EF675042  	238	178	145	168	0	740	44.3
6448	EF675042  	238	178	145	168	0	740	44.3
6449	CY064772  	609	382	319	411	0	1746	40.7
6450	CY064773  	286	253	208	235	0	997	46.9
6451	CY064773  	286	253	208	235	0	997	46.9
6452	CY064774  	451	331	264	372	0	1439	42.0
6453	CY064775  	502	401	298	315	0	1538	46.1
6454	CY064776  	266	202	168	208	0	857	43.8
6455	CY064776  	266	202	168	208	0	857	43.8
6456	CY064777  	710	532	424	503	0	2200	44.1
6457	CY064778  	824	518	442	521	0	2338	41.6
6458	CY064779  	768	589	433	492	0	2315	44.8
6459	CY062931  	605	384	317	415	0	1746	40.7
6460	CY062932  	286	253	208	235	0	997	46.9
6461	CY062932  	286	253	208	235	0	997	46.9
6462	CY062933  	451	331	266	370	0	1439	42.1
6463	CY062934  	503	400	298	315	0	1538	46.0
6464	CY062935  	266	202	168	208	0	857	43.8
6465	CY062935  	266	202	168	208	0	857	43.8
6466	CY062936  	711	532	423	503	0	2200	44.0
6467	CY062937  	821	519	443	516	0	2332	41.8
6468	CY062938  	771	591	432	498	0	2325	44.6
6469	CY069210  	619	383	319	413	0	1759	40.5
6470	CY069211  	289	254	209	235	0	1002	46.9
6471	CY069211  	289	254	209	235	0	1002	46.9
6472	CY069212  	454	329	263	374	0	1441	41.7
6473	CY069213  	505	400	301	317	0	1545	46.0
6474	CY069214  	270	202	168	210	0	863	43.5
6475	CY069214  	270	202	168	210	0	863	43.5
6476	CY069215  	713	533	426	503	0	2207	44.1
6477	CY069216  	820	521	443	519	0	2336	41.9
6478	CY069217  	769	592	433	499	0	2326	44.7
6479	CY071375  	615	385	320	414	0	1759	40.7
6480	CY071376  	290	253	208	236	0	1002	46.7
6481	CY071376  	290	253	208	236	0	1002	46.7
6482	CY071377  	453	332	261	374	0	1441	41.8
6483	CY071378  	502	403	302	316	0	1545	46.3
6484	CY071379  	270	202	169	209	0	863	43.6
6485	CY071379  	270	202	169	209	0	863	43.6
6486	CY071380  	712	532	427	504	0	2207	44.1
6487	CY071381  	819	522	443	519	0	2336	41.9
6488	CY071382  	771	590	435	497	0	2326	44.7
6489	GU968161  	445	329	271	365	0	1431	42.6
6490	GU571154  	451	329	263	367	0	1431	42.0
6491	GU571155  	451	329	262	368	0	1431	41.9
6492	GU571156  	451	329	262	368	0	1431	41.9
6493	GU571152  	449	331	263	367	0	1431	42.1
6494	GU571153  	449	331	262	368	0	1431	42.1
6495	GU294117  	437	339	275	369	0	1441	43.2
6496	GU294118  	435	334	273	364	0	1427	43.2
6497	GU784795  	590	390	312	425	0	1742	40.9
6498	CY044168  	770	587	432	491	0	2313	44.7
6499	CY044169  	812	516	439	507	0	2307	42.0
6500	CY044170  	705	529	422	495	0	2182	44.2
6501	CY044171  	599	381	315	406	0	1726	40.9
6502	CY044172  	496	395	294	312	0	1519	46.0
6503	CY044173  	451	329	263	367	0	1431	42.0
6504	CY044174  	286	253	208	235	0	997	46.9
6505	CY044174  	286	253	208	235	0	997	46.9
6506	CY044175  	267	201	168	208	0	857	43.7
6507	CY044175  	267	201	168	208	0	857	43.7
6508	CY043115  	769	588	432	491	0	2313	44.7
6509	CY043116  	812	516	439	507	0	2307	42.0
6510	CY043117  	705	529	422	495	0	2182	44.2
6511	CY043118  	599	380	315	407	0	1726	40.9
6512	CY043119  	496	395	294	312	0	1519	46.0
6513	CY043120  	450	330	263	367	0	1431	42.1
6514	CY043121  	286	253	208	235	0	997	46.9
6515	CY043121  	286	253	208	235	0	997	46.9
6516	CY043122  	267	201	168	208	0	857	43.7
6517	CY043122  	267	201	168	208	0	857	43.7
6518	GQ325260  	218	121	120	130	0	598	40.9
6519	GU049677  	218	168	142	188	0	727	43.3
6520	GU356590  	60	56	45	70	0	235	43.7
6521	GU356590  	60	56	45	70	0	235	43.7
6522	GU356589  	60	56	45	70	0	235	43.7
6523	GU356589  	60	56	45	70	0	235	43.7
6524	GU356588  	55	48	39	64	0	209	42.2
6525	GU356588  	55	48	39	64	0	209	42.2
6526	AY661015  	346	255	237	257	0	1111	44.9
6527	AY661038  	339	257	239	260	0	1111	45.3
6528	AY661039  	337	259	240	259	0	1111	45.6
6529	AY660991  	337	259	241	258	0	1111	45.7
6530	AY661006  	344	257	238	256	0	1111	45.2
6531	AY660993  	340	256	242	257	0	1111	45.5
6532	AY660997  	340	259	237	259	0	1111	45.3
6533	AY661041  	543	401	344	402	0	1715	44.1
6534	AY660998  	341	258	237	259	0	1111	45.2
6535	AY661007  	346	253	232	264	0	1111	44.3
6536	AY661000  	343	256	235	261	0	1111	44.8
6537	AY661001  	344	254	234	263	0	1111	44.6
6538	AY661043  	541	402	346	401	0	1715	44.3
6539	AY660995  	341	255	242	257	0	1111	45.4
6540	AY661028  	344	257	235	259	0	1111	44.9
6541	AY661004  	341	257	236	261	0	1111	45.0
6542	AY661011  	345	257	238	255	0	1111	45.2
6543	AY661014  	345	256	234	260	0	1111	44.7
6544	AY661008  	343	258	238	256	0	1111	45.3
6545	AY661018  	346	253	236	260	0	1111	44.7
6546	AY661002  	345	253	235	262	0	1111	44.6
6547	AY661009  	342	257	238	256	0	1109	45.3
6548	AY661042  	546	400	344	400	0	1715	44.0
6549	AY661017  	344	256	235	260	0	1111	44.8
6550	AY660999  	342	259	241	253	0	1111	45.7
6551	AY661044  	348	252	231	264	0	1111	44.1
6552	AY660996  	341	257	238	259	0	1111	45.2
6553	AY661010  	344	257	238	256	0	1111	45.2
6554	AY661027  	344	257	235	259	0	1111	44.9
6555	AY661003  	342	257	236	260	0	1111	45.0
6556	AY661040  	336	260	240	259	0	1111	45.7
6557	AY660992  	338	258	241	258	0	1111	45.6
6558	AY660994  	339	257	244	254	0	1110	45.8
6559	AY661005  	344	258	236	257	0	1111	45.1
6560	GU592897  	628	387	327	412	0	1780	40.7
6561	GU592898  	298	255	208	241	0	1017	46.2
6562	GU592898  	298	255	208	241	0	1017	46.2
6563	GU592899  	463	331	265	376	0	1456	41.5
6564	GU592900  	516	407	305	321	0	1572	46.0
6565	GU592901  	279	205	170	211	0	878	43.4
6566	GU592901  	279	205	170	211	0	878	43.4
6567	GU592902  	728	535	432	513	0	2240	43.8
6568	GU592903  	832	525	448	521	0	2360	41.8
6569	GU592904  	789	595	437	505	0	2360	44.4
6570	CY071431  	769	587	433	491	0	2313	44.7
6571	CY071433  	710	524	421	496	0	2182	43.9
6572	CY071434  	600	377	317	407	0	1726	40.8
6573	CY071435  	495	396	294	312	0	1519	46.1
6574	CY071436  	450	330	266	364	0	1431	42.3
6575	CY071437  	286	255	208	233	0	997	47.1
6576	CY071437  	286	255	208	233	0	997	47.1
6577	CY071438  	269	201	169	209	0	861	43.6
6578	CY071438  	269	201	169	209	0	861	43.6
6579	CY071439  	771	585	430	494	0	2313	44.5
6580	CY071440  	814	514	438	508	0	2307	41.9
6581	CY071441  	705	529	421	496	0	2182	44.2
6582	CY071442  	598	378	312	407	0	1720	40.7
6583	CY071443  	497	394	293	313	0	1519	45.9
6584	CY071444  	449	331	265	365	0	1431	42.3
6585	CY071445  	287	254	209	232	0	997	47.1
6586	CY071445  	287	254	209	232	0	997	47.1
6587	CY071446  	264	204	167	211	0	859	43.9
6588	CY071446  	264	204	167	211	0	859	43.9
6589	HM173599  	632	394	329	423	0	1804	40.7
6590	HM173600  	308	262	215	252	0	1052	46.0
6591	HM173600  	308	262	215	252	0	1052	46.0
6592	HM173601  	465	335	268	378	0	1467	41.7
6593	HM173602  	515	409	307	320	0	1574	46.2
6594	HM173603  	278	205	172	210	0	878	43.6
6595	HM173603  	278	205	172	210	0	878	43.6
6596	HM173604  	731	543	438	514	0	2258	44.1
6597	HM173605  	827	520	447	522	0	2350	41.8
6598	HM173606  	791	599	442	506	0	2372	44.5
6599	HM204571  	602	380	315	411	0	1733	40.7
6600	GU292346  	598	379	315	406	0	1723	40.9
6601	GU292357  	768	585	433	489	0	2308	44.7
6602	GU292363  	810	516	438	507	0	2304	42.0
6603	GU292369  	703	528	422	495	0	2179	44.2
6604	GU292375  	493	395	295	311	0	1516	46.2
6605	GU292381  	448	332	263	364	0	1428	42.3
6606	GU292387  	284	253	208	234	0	993	47.1
6607	GU292387  	284	253	208	234	0	993	47.1
6608	GU292393  	260	202	168	205	0	847	44.3
6609	GU292393  	260	202	168	205	0	847	44.3
6610	GU292347  	596	379	315	408	0	1723	40.9
6611	GU292358  	770	584	436	487	0	2310	44.8
6612	GU292364  	809	516	439	507	0	2304	42.1
6613	GU292370  	705	527	422	494	0	2179	44.2
6614	GU292376  	493	395	294	312	0	1516	46.1
6615	GU292382  	448	330	263	366	0	1428	42.1
6616	GU292388  	284	253	208	234	0	993	47.1
6617	GU292388  	284	253	208	234	0	993	47.1
6618	GU292394  	261	201	168	205	0	847	44.2
6619	GU292394  	261	201	168	205	0	847	44.2
6620	CY063043  	607	383	317	414	0	1746	40.7
6621	CY063044  	287	252	208	235	0	997	46.8
6622	CY063044  	287	252	208	235	0	997	46.8
6623	CY063045  	451	331	264	371	1	1439	42.0
6624	CY063046  	503	400	298	315	0	1538	46.0
6625	CY063047  	265	203	168	208	0	857	44.0
6626	CY063047  	265	203	168	208	0	857	44.0
6627	CY063048  	711	532	424	502	0	2200	44.1
6628	CY063049  	821	519	442	517	0	2332	41.8
6629	CY063050  	772	590	431	499	0	2325	44.5
6630	CY073481  	617	384	319	414	0	1759	40.5
6631	CY073482  	289	254	208	236	0	1002	46.8
6632	CY073482  	289	254	208	236	0	1002	46.8
6633	CY073483  	454	330	264	372	0	1441	41.8
6634	CY073484  	505	400	301	317	0	1545	46.0
6635	CY073485  	270	202	169	209	0	863	43.6
6636	CY073485  	270	202	169	209	0	863	43.6
6637	CY073486  	711	534	426	504	0	2207	44.1
6638	CY073487  	820	521	444	518	0	2336	41.9
6639	CY073488  	773	589	433	498	0	2326	44.6
6640	CY067015  	623	386	320	414	0	1768	40.5
6641	CY067016  	290	253	207	237	0	1002	46.6
6642	CY067016  	290	253	207	237	0	1002	46.6
6643	CY067017  	451	333	263	373	0	1441	42.0
6644	CY067018  	503	402	301	317	0	1545	46.2
6645	CY067019  	270	202	169	209	0	863	43.6
6646	CY067019  	270	202	169	209	0	863	43.6
6647	CY067020  	712	533	427	503	0	2207	44.1
6648	CY067021  	822	520	442	519	0	2336	41.8
6649	CY067022  	771	591	431	500	0	2326	44.6
6650	CY067023  	619	382	319	414	0	1759	40.4
6651	CY067024  	289	254	208	236	0	1002	46.8
6652	CY067024  	289	254	208	236	0	1002	46.8
6653	CY067025  	455	329	264	372	0	1441	41.8
6654	CY067026  	504	401	299	319	0	1545	46.0
6655	CY067027  	270	202	169	209	0	863	43.6
6656	CY067027  	270	202	169	209	0	863	43.6
6657	CY067028  	713	531	428	503	0	2207	44.1
6658	CY067029  	819	522	444	518	0	2336	41.9
6659	CY067030  	774	589	432	498	0	2326	44.5
6660	CY071079  	619	383	319	413	0	1759	40.5
6661	CY071080  	288	255	208	236	0	1002	46.9
6662	CY071080  	288	255	208	236	0	1002	46.9
6663	CY071081  	453	331	264	372	0	1441	41.9
6664	CY071082  	500	405	300	318	0	1545	46.3
6665	CY071083  	269	203	169	209	0	863	43.8
6666	CY071083  	269	203	169	209	0	863	43.8
6667	CY071084  	713	532	423	507	0	2207	43.9
6668	CY071085  	821	521	443	518	0	2336	41.9
6669	CY071086  	772	590	433	498	0	2326	44.6
6670	CY071087  	617	383	319	415	0	1759	40.5
6671	CY071088  	289	254	208	236	0	1002	46.8
6672	CY071088  	289	254	208	236	0	1002	46.8
6673	CY071089  	453	331	264	372	0	1441	41.9
6674	CY071090  	501	404	301	317	0	1545	46.3
6675	CY071091  	269	203	169	209	0	863	43.8
6676	CY071091  	269	203	169	209	0	863	43.8
6677	CY071092  	715	531	423	506	0	2207	43.9
6678	CY071093  	822	520	442	519	0	2336	41.8
6679	CY071094  	772	590	435	496	0	2326	44.7
6680	CY044144  	770	587	432	491	0	2313	44.7
6681	CY044145  	813	516	438	507	0	2307	42.0
6682	CY044146  	705	529	422	495	0	2182	44.2
6683	CY044147  	602	377	312	410	0	1726	40.5
6684	CY044148  	496	395	294	312	0	1519	46.0
6685	CY044149  	450	330	265	365	0	1431	42.2
6686	CY044150  	286	253	208	235	0	997	46.9
6687	CY044150  	286	253	208	235	0	997	46.9
6688	CY044151  	266	202	168	207	0	856	43.9
6689	CY044151  	266	202	168	207	0	856	43.9
6690	GQ200274  	142	126	74	121	0	470	43.2
6691	GQ200275  	111	69	62	67	0	314	42.4
6692	GQ200276  	111	69	62	67	0	314	42.4
6693	EU856015  	388	257	237	267	0	1166	43.0
6694	EU856016  	391	257	236	268	0	1169	42.8
6695	CY049833  	770	588	432	490	0	2313	44.7
6696	CY049834  	814	516	437	507	0	2307	41.9
6697	CY049835  	705	529	422	495	0	2182	44.2
6698	CY049836  	601	376	312	409	0	1723	40.5
6699	CY049837  	496	395	294	312	0	1519	46.0
6700	CY049838  	286	253	208	235	0	997	46.9
6701	CY049838  	286	253	208	235	0	997	46.9
6702	CY049839  	265	203	169	208	0	858	44.0
6703	CY049839  	265	203	169	208	0	858	44.0
6704	CY050088  	450	330	265	365	0	1431	42.2
6705	CY069306  	797	558	409	531	0	2328	42.1
6706	CY069307  	805	508	439	550	0	2335	41.1
6707	CY069307  	805	508	439	550	0	2335	41.1
6708	CY069308  	741	518	400	534	0	2225	41.9
6709	CY069309  	601	386	316	426	0	1754	40.6
6710	CY069310  	491	393	299	323	0	1528	45.9
6711	CY069311  	460	331	252	370	0	1434	41.3
6712	CY069312  	289	250	205	238	0	997	46.3
6713	CY069312  	289	250	205	238	0	997	46.3
6714	CY069313  	264	207	160	213	0	857	43.5
6715	CY069313  	264	207	160	213	0	857	43.5
6716	CY062739  	617	384	320	413	0	1759	40.6
6717	CY062740  	289	254	208	236	0	1002	46.8
6718	CY062740  	289	254	208	236	0	1002	46.8
6719	CY062741  	454	330	264	372	0	1441	41.8
6720	CY062742  	505	400	301	317	0	1545	46.0
6721	CY062743  	271	201	169	209	0	863	43.5
6722	CY062743  	271	201	169	209	0	863	43.5
6723	CY062744  	712	534	425	504	0	2207	44.1
6724	CY062745  	820	521	444	518	0	2336	41.9
6725	CY062746  	773	589	433	498	0	2326	44.6
6726	CY063598  	619	383	318	414	0	1759	40.4
6727	CY063599  	289	254	207	237	0	1002	46.7
6728	CY063599  	289	254	207	237	0	1002	46.7
6729	CY063600  	454	330	264	372	0	1441	41.8
6730	CY063601  	504	401	300	318	0	1545	46.0
6731	CY063602  	270	202	169	209	0	863	43.6
6732	CY063602  	270	202	169	209	0	863	43.6
